OrderID,DateKey,CustomerID,RestaurantID,DeliveryPartnerID,Quantity,OrderAmount,DeliveryFee,Discount,DeliveryTime,CustomerRating,OrderStatus
50059,20240401,1382,2119,3134,5,4090.85,78.16,154.71,51,3.4,Delivered
50060,20250101,1244,2068,3101,1,334.62,36.36,0.0,36,4.4,Delivered
50061,20250330,1468,2016,3026,4,1720.67,36.03,0.0,19,4.7,Delivered
50062,20250303,1210,2044,3073,4,1962.17,15.38,239.7,20,4.9,Delivered
50063,20250523,1635,2045,3078,3,2581.69,66.81,249.96,26,3.1,Delivered
50064,20240204,1186,2103,3043,3,1177.13,76.87,0.0,42,3.5,Delivered
50065,20240724,1076,2079,3120,2,1747.57,70.4,0.0,28,3.8,Delivered
50066,20240321,1082,2083,3100,2,480.9,67.41,0.0,37,4.2,Delivered
50067,20250715,1273,2026,3044,3,1947.42,46.83,211.37,42,4.1,Delivered
50068,20250122,1573,2046,3074,4,870.67,27.11,0.0,58,3.1,Delivered
50069,20240102,1409,2119,3067,3,2639.86,61.39,175.58,49,4.3,Delivered
50070,20250124,1111,2011,3089,1,368.03,46.04,120.59,27,,Cancelled
50071,20250719,1433,2023,3026,3,2343.46,18.1,0.0,22,4.0,Delivered
50072,20240415,1712,2024,3027,5,2343.43,51.95,41.73,34,4.2,Delivered
50073,20250421,1601,2118,3001,5,811.01,66.1,190.32,43,3.8,Delivered
50074,20251203,1189,2044,3131,3,1156.38,44.25,186.54,34,4.8,Delivered
50075,20250205,1503,2018,3041,2,616.6,31.86,37.99,61,4.1,Delivered
50076,20251230,1677,2035,3015,1,446.2,44.91,23.06,43,4.9,Delivered
50077,20250709,1520,2023,3114,5,3472.17,55.09,89.64,62,4.4,Delivered
50078,20240610,1339,2112,3103,4,3013.92,27.4,0.0,19,3.4,Delivered
50079,20240720,1650,2097,3078,1,306.92,43.33,169.18,58,4.1,Delivered
50080,20240926,1689,2056,3083,1,375.69,16.42,126.59,28,4.5,Delivered
50081,20240927,1798,2057,3119,4,3491.6,53.04,128.44,30,4.7,Delivered
50082,20250331,1735,2064,3031,4,752.77,61.35,21.81,44,4.5,Delivered
50083,20250406,1692,2066,3023,5,3491.54,40.98,0.0,50,4.2,Delivered
50084,20251227,1560,2077,3006,4,1295.72,52.47,0.0,53,4.8,Delivered
50085,20240908,1550,2002,3100,4,3267.42,57.0,46.9,46,3.0,Delivered
50086,20251202,1795,2065,3069,3,2083.97,48.0,0.0,55,3.7,Delivered
50087,20241022,1785,2089,3071,5,3950.45,72.41,184.5,64,4.9,Delivered
50088,20251225,1047,2061,3079,3,2240.94,55.42,203.94,36,3.2,Delivered
50089,20251220,1622,2043,3092,4,987.29,21.56,65.88,44,,Cancelled
50090,20241203,1792,2084,3073,4,1510.96,16.18,0.0,34,3.3,Delivered
50091,20240222,1746,2018,3113,5,869.89,55.14,0.0,25,4.0,Delivered
50092,20240804,1046,2058,3018,3,2215.99,51.21,196.96,27,4.7,Delivered
50093,20240706,1555,2105,3093,5,3260.57,43.46,182.47,47,,Cancelled
50094,20250114,1615,2078,3073,1,880.99,70.8,199.78,24,3.1,Delivered
50095,20250507,1187,2096,3060,1,275.28,38.51,0.0,64,3.9,Delivered
50096,20240210,1761,2024,3118,5,2618.97,38.64,0.0,26,3.4,Delivered
50097,20240605,1782,2112,3002,4,2907.66,45.79,21.52,36,3.2,Delivered
50098,20240115,1536,2092,3064,3,2059.2,30.95,115.45,51,3.5,Delivered
50099,20240305,1711,2025,3114,4,1840.23,70.41,114.14,61,3.1,Delivered
50100,20250604,1792,2071,3091,2,1455.23,19.52,185.05,39,5.0,Delivered
50101,20241209,1167,2006,3120,2,951.11,74.96,0.0,27,3.1,Delivered
50102,20240508,1516,2007,3050,5,4397.48,60.55,116.44,37,3.6,Delivered
50103,20251009,1395,2072,3062,3,467.78,74.83,84.35,62,4.3,Delivered
50104,20250416,1337,2030,3056,5,3091.35,37.44,0.0,59,3.4,Delivered
50105,20240303,1623,2072,3021,3,639.63,61.73,0.0,26,4.1,Delivered
50106,20240518,1141,2056,3139,2,439.23,64.21,146.91,28,4.8,Delivered
50107,20250513,1459,2097,3129,5,2971.89,62.22,75.51,50,3.1,Delivered
50108,20250815,1630,2036,3056,3,1034.45,64.18,0.0,25,4.1,Delivered
50109,20250126,1799,2043,3037,1,489.86,79.29,246.08,54,4.9,Delivered
50110,20251105,1687,2116,3128,5,3916.86,58.35,0.0,63,3.3,Delivered
50111,20250222,1431,2008,3069,4,2159.0,52.85,0.0,41,3.3,Delivered
50112,20241015,1442,2030,3032,4,3085.31,72.75,0.0,48,3.2,Delivered
50113,20250113,1226,2064,3048,5,2260.33,71.68,148.56,55,3.8,Delivered
50114,20250504,1714,2016,3081,4,2667.05,42.1,238.0,28,3.3,Delivered
50115,20240818,1060,2070,3001,4,988.16,22.67,182.04,31,3.1,Delivered
50116,20240210,1577,2101,3033,2,1716.1,54.1,104.95,44,3.7,Delivered
50117,20240128,1038,2070,3059,3,540.63,79.42,0.0,37,3.1,Delivered
50118,20240514,1417,2029,3127,2,513.21,73.13,0.0,36,4.6,Delivered
50119,20240719,1158,2111,3048,4,606.26,17.9,0.0,48,4.1,Delivered
50120,20240202,1328,2002,3056,3,2208.04,54.37,129.3,26,3.9,Delivered
50121,20240217,1577,2076,3069,4,2601.66,20.81,54.27,57,3.8,Delivered
50122,20250517,1728,2113,3134,2,1650.37,58.58,0.0,46,4.3,Delivered
50123,20250210,1601,2009,3025,2,1360.81,60.98,151.56,53,4.3,Delivered
50124,20250727,1257,2078,3131,1,294.32,18.44,162.3,54,4.5,Delivered
50125,20251228,1049,2081,3002,5,4113.24,26.68,47.67,19,3.4,Delivered
50126,20240408,1145,2083,3110,5,2415.86,41.12,205.59,20,4.9,Delivered
50127,20251114,1420,2102,3017,3,1433.29,35.63,115.44,34,5.0,Delivered
50128,20251226,1561,2063,3148,5,1380.58,20.83,0.0,37,,Cancelled
50129,20250630,1434,2027,3043,2,388.37,61.36,0.0,37,3.6,Delivered
50130,20250904,1057,2011,3037,4,3279.03,73.47,79.32,21,4.5,Delivered
50131,20250406,1046,2067,3015,5,1636.84,76.71,136.98,35,3.9,Delivered
50132,20251004,1417,2044,3148,4,796.37,74.39,26.65,19,4.9,Delivered
50133,20240105,1230,2077,3125,1,334.74,34.8,147.58,44,4.7,Delivered
50134,20240805,1704,2114,3094,5,1512.96,79.05,0.0,33,3.8,Delivered
50135,20250517,1738,2006,3088,5,2444.03,68.91,20.23,36,3.3,Delivered
50136,20250201,1088,2074,3145,1,850.13,69.57,130.9,42,,Cancelled
50137,20250127,1382,2068,3061,2,1177.74,63.05,0.0,54,3.2,Delivered
50138,20240725,1783,2060,3061,1,772.87,72.09,186.77,31,4.9,Delivered
50139,20240115,1698,2096,3012,3,2438.85,78.68,237.44,63,3.5,Delivered
50140,20250707,1415,2002,3061,3,1218.67,16.03,125.75,62,4.8,Delivered
50141,20250405,1558,2090,3080,5,2536.98,41.86,227.33,62,4.5,Delivered
50142,20251121,1647,2026,3052,5,1054.31,50.01,221.65,60,3.2,Delivered
50143,20250728,1759,2106,3112,4,3082.4,64.92,0.0,62,,Cancelled
50144,20240828,1292,2111,3075,1,497.02,29.4,0.0,19,4.4,Delivered
50145,20250717,1739,2061,3150,3,880.9,67.55,207.74,32,4.0,Delivered
50146,20240405,1117,2081,3112,3,532.79,54.39,133.35,18,4.6,Delivered
50147,20250429,1115,2033,3046,4,932.84,26.08,83.79,30,4.1,Delivered
50148,20250210,1625,2015,3132,5,2869.28,19.23,0.0,34,4.7,Delivered
50149,20240818,1336,2034,3121,5,3483.37,16.5,83.1,62,4.2,Delivered
50150,20251016,1740,2085,3122,5,4061.63,58.75,0.0,59,4.9,Delivered
50151,20240619,1081,2079,3150,4,3133.02,48.69,0.0,49,4.5,Delivered
50152,20250624,1375,2067,3063,2,370.45,35.56,231.23,43,3.2,Delivered
50153,20240205,1504,2006,3100,5,3778.77,59.82,0.0,22,3.4,Delivered
50154,20250608,1427,2033,3066,3,1149.31,46.2,0.0,19,4.3,Delivered
50155,20240608,1680,2028,3085,3,2341.14,77.32,76.85,21,4.0,Delivered
50156,20251129,1649,2103,3144,2,1715.32,64.67,198.42,58,3.2,Delivered
50157,20240830,1379,2011,3106,1,837.54,60.07,106.8,26,4.6,Delivered
50158,20240326,1364,2085,3126,1,376.1,59.04,0.0,53,4.7,Delivered
50159,20250731,1170,2070,3057,4,887.49,53.97,0.0,60,3.9,Delivered
50160,20251112,1337,2038,3141,4,2985.49,37.08,222.39,61,3.9,Delivered
50161,20250710,1275,2031,3137,3,1772.58,61.36,0.0,55,3.4,Delivered
50162,20250727,1566,2051,3086,5,1222.43,46.29,0.0,57,3.5,Delivered
50163,20251007,1573,2040,3031,1,195.37,77.38,0.0,40,4.8,Delivered
50164,20240128,1462,2006,3128,2,521.11,38.97,0.0,18,4.3,Delivered
50165,20250911,1391,2105,3126,2,385.98,70.82,136.63,45,5.0,Delivered
50166,20250709,1494,2091,3107,2,1477.9,60.16,98.56,47,3.7,Delivered
50167,20241205,1464,2115,3123,5,2872.86,36.36,0.0,24,4.6,Delivered
50168,20241126,1474,2023,3107,1,521.95,60.06,231.59,47,3.5,Delivered
50169,20251001,1562,2111,3095,3,2266.36,68.7,0.0,18,3.1,Delivered
50170,20250520,1780,2052,3054,1,566.02,56.04,0.0,41,3.1,Delivered
50171,20241213,1766,2033,3059,2,726.15,26.33,0.0,53,3.4,Delivered
50172,20250417,1164,2015,3058,2,1564.32,59.03,0.0,42,4.8,Delivered
50173,20240818,1216,2049,3057,3,2556.26,67.62,0.0,60,4.1,Delivered
50174,20240708,1657,2044,3090,5,4056.24,24.39,0.0,26,3.4,Delivered
50175,20240812,1311,2079,3001,4,2683.06,56.35,0.0,20,4.2,Delivered
50176,20250119,1533,2118,3067,5,1853.19,55.91,0.0,35,4.7,Delivered
50177,20250111,1625,2083,3010,5,4071.88,45.59,0.0,60,3.3,Delivered
50178,20241009,1232,2117,3069,4,2853.92,47.41,168.37,47,4.4,Delivered
50179,20250924,1068,2008,3028,5,3354.41,32.44,184.6,43,4.6,Delivered
50180,20250919,1628,2015,3004,1,305.4,30.23,225.82,31,4.8,Delivered
50181,20240915,1591,2098,3108,5,1339.54,20.51,0.0,23,4.0,Delivered
50182,20241224,1586,2096,3023,2,1175.94,42.7,127.01,47,3.7,Delivered
50183,20251210,1786,2009,3035,4,1551.06,30.2,0.0,59,4.8,Delivered
50184,20250331,1501,2066,3059,3,2345.86,66.08,137.94,32,3.1,Delivered
50185,20250214,1492,2001,3131,1,559.52,31.25,96.76,65,4.4,Delivered
50186,20251010,1067,2045,3029,3,878.95,70.57,0.0,63,4.8,Delivered
50187,20241113,1601,2009,3100,1,727.56,79.79,0.0,43,4.5,Delivered
50188,20251107,1189,2025,3014,1,504.0,24.7,137.91,43,4.4,Delivered
50189,20240812,1731,2006,3150,2,1011.66,64.25,138.64,64,3.7,Delivered
50190,20240821,1176,2017,3085,1,384.81,60.37,63.2,31,4.7,Delivered
50191,20251114,1233,2049,3021,1,431.03,76.32,0.0,18,4.3,Delivered
50192,20251025,1229,2071,3026,3,1214.6,41.22,116.4,62,3.7,Delivered
50193,20250108,1041,2017,3038,1,575.68,78.52,0.0,39,4.6,Delivered
50194,20251102,1600,2073,3029,5,2902.05,76.67,0.0,22,3.4,Delivered
50195,20250830,1759,2017,3061,1,396.63,34.8,241.25,28,4.1,Delivered
50196,20250416,1502,2085,3022,1,769.86,27.93,0.0,42,3.5,Delivered
50197,20240820,1334,2006,3123,5,1012.42,26.17,33.21,44,5.0,Delivered
50198,20251122,1142,2082,3144,2,1104.68,77.08,0.0,31,3.4,Delivered
50199,20240422,1333,2043,3140,4,3053.69,52.38,0.0,37,4.0,Delivered
50200,20250511,1055,2085,3102,4,1426.32,19.16,0.0,43,3.5,Delivered
50201,20250317,1423,2003,3029,3,2498.18,52.45,222.23,65,4.3,Delivered
50202,20250717,1325,2097,3080,4,1640.35,40.42,213.81,29,3.4,Delivered
50203,20240924,1031,2068,3112,5,3499.66,26.92,125.3,54,4.4,Delivered
50204,20250524,1558,2002,3052,1,329.77,55.83,0.0,36,3.1,Delivered
50205,20250120,1650,2008,3041,2,1663.1,22.88,114.59,41,3.2,Delivered
50206,20250121,1479,2086,3131,3,1372.72,17.9,0.0,19,4.4,Delivered
50207,20240422,1699,2022,3052,4,1743.47,40.78,191.57,18,4.4,Delivered
50208,20250904,1433,2100,3087,2,790.67,19.44,192.2,53,4.4,Delivered
50209,20250916,1621,2086,3069,4,1020.77,26.09,208.7,19,3.4,Delivered
50210,20240321,1120,2041,3061,1,550.99,64.63,0.0,61,3.9,Delivered
50211,20251129,1327,2117,3030,2,625.01,29.05,27.92,62,4.3,Delivered
50212,20240422,1608,2120,3053,5,3153.8,40.39,184.77,37,4.2,Delivered
50213,20240102,1775,2007,3113,1,729.31,39.35,196.44,33,3.0,Delivered
50214,20251003,1637,2039,3132,1,891.97,58.48,0.0,32,,Cancelled
50215,20240807,1121,2057,3038,1,747.69,25.86,0.0,44,4.6,Delivered
50216,20250719,1482,2067,3026,3,1714.62,50.21,0.0,45,3.4,Delivered
50217,20240812,1772,2049,3054,3,1177.58,15.78,23.45,31,3.1,Delivered
50218,20250119,1512,2007,3033,3,1912.38,29.21,0.0,37,4.0,Delivered
50219,20250206,1200,2114,3149,1,684.4,52.0,201.99,34,,Cancelled
50220,20250929,1685,2031,3127,5,1966.33,75.1,0.0,62,3.4,Delivered
50221,20240509,1218,2110,3082,3,2650.55,16.15,0.0,55,4.0,Delivered
50222,20240222,1062,2096,3042,2,1055.13,16.38,0.0,25,4.5,Delivered
50223,20251114,1012,2003,3073,2,1229.65,34.28,0.0,27,4.3,Delivered
50224,20251230,1643,2056,3106,2,1685.11,63.05,157.56,39,3.6,Delivered
50225,20251102,1691,2008,3078,1,540.65,33.75,244.84,19,4.5,Delivered
50226,20251210,1387,2010,3141,3,995.06,58.23,144.04,33,4.4,Delivered
50227,20250219,1711,2029,3147,2,1212.09,43.75,0.0,18,4.0,Delivered
50228,20240903,1601,2112,3150,2,378.16,23.16,248.16,29,4.7,Delivered
50229,20250314,1203,2003,3085,2,654.47,35.25,37.98,64,3.8,Delivered
50230,20240721,1167,2025,3072,5,1683.64,56.31,0.0,35,4.0,Delivered
50231,20240702,1521,2055,3002,3,1346.05,47.84,0.0,65,3.3,Delivered
50232,20240502,1275,2095,3020,4,659.43,64.33,107.73,37,3.3,Delivered
50233,20250204,1490,2068,3070,2,685.94,39.38,126.64,56,3.7,Delivered
50234,20241020,1529,2059,3094,4,1187.15,71.01,0.0,64,4.0,Delivered
50235,20241006,1084,2024,3087,4,3420.85,46.82,0.0,59,,Cancelled
50236,20250901,1307,2005,3008,1,456.59,40.01,28.93,54,4.5,Delivered
50237,20240716,1735,2057,3121,3,2185.36,61.09,0.0,58,4.4,Delivered
50238,20250525,1411,2103,3004,4,3379.56,17.24,0.0,41,4.4,Delivered
50239,20240523,1640,2077,3110,2,692.0,31.53,124.76,56,4.3,Delivered
50240,20250831,1037,2052,3033,2,318.51,74.6,197.32,43,4.9,Delivered
50241,20240719,1031,2052,3125,1,538.9,68.93,0.0,34,4.0,Delivered
50242,20240503,1268,2071,3088,5,3219.32,41.75,0.0,64,3.2,Delivered
50243,20240705,1544,2037,3086,5,3662.59,63.67,0.0,65,3.6,Delivered
50244,20241121,1482,2015,3116,2,1524.58,60.26,0.0,51,3.6,Delivered
50245,20250408,1184,2088,3033,4,1111.9,27.87,106.17,29,3.2,Delivered
50246,20241214,1010,2092,3068,5,3803.89,26.88,0.0,30,4.8,Delivered
50247,20251021,1475,2065,3080,4,1922.19,56.37,0.0,23,3.8,Delivered
50248,20250206,1059,2089,3097,3,594.59,46.54,0.0,24,3.5,Delivered
50249,20241211,1496,2035,3149,1,648.99,28.72,0.0,18,4.0,Delivered
50250,20250525,1278,2074,3009,3,2547.29,42.91,0.0,41,3.7,Delivered
50251,20240526,1457,2006,3045,3,2287.91,39.6,236.43,21,,Cancelled
50252,20240527,1008,2113,3146,3,2264.11,41.12,20.71,26,3.2,Delivered
50253,20251211,1637,2003,3001,5,1798.0,38.95,180.83,57,4.7,Delivered
50254,20250503,1204,2037,3041,5,2299.22,77.24,63.23,38,3.7,Delivered
50255,20251001,1517,2071,3080,1,877.2,30.18,189.24,49,4.2,Delivered
50256,20250704,1786,2115,3082,1,411.25,45.95,235.99,60,4.8,Delivered
50257,20241203,1339,2069,3131,4,1481.59,48.8,0.0,54,4.4,Delivered
50258,20251002,1025,2029,3082,1,245.9,58.75,0.0,53,,Cancelled
50259,20250417,1690,2045,3095,4,1104.16,58.07,0.0,33,3.3,Delivered
50260,20240530,1545,2005,3125,1,229.1,75.39,0.0,38,4.5,Delivered
50261,20250218,1231,2105,3080,2,1378.76,58.59,173.16,60,4.1,Delivered
50262,20241024,1495,2037,3135,4,871.33,75.57,179.11,56,3.7,Delivered
50263,20250902,1747,2105,3089,4,2561.76,43.4,200.57,32,3.2,Delivered
50264,20240919,1160,2059,3150,1,233.54,27.23,98.25,25,3.3,Delivered
50265,20240523,1541,2089,3145,3,2596.65,19.02,0.0,52,3.8,Delivered
50266,20241211,1741,2085,3089,4,1558.93,66.78,103.96,51,4.2,Delivered
50267,20250915,1269,2090,3012,1,446.48,24.41,143.81,36,4.0,Delivered
50268,20250725,1169,2027,3033,4,1042.28,70.19,85.18,62,3.6,Delivered
50269,20240102,1377,2048,3050,5,4463.76,60.92,48.4,48,3.4,Delivered
50270,20241030,1440,2075,3137,3,2034.32,36.65,106.64,63,4.5,Delivered
50271,20240910,1489,2022,3029,2,1350.61,26.64,32.09,49,3.6,Delivered
50272,20251013,1039,2046,3017,2,1786.59,59.06,0.0,40,3.8,Delivered
50273,20250328,1056,2005,3046,5,3475.33,60.57,84.94,53,3.3,Delivered
50274,20240206,1067,2045,3142,5,3996.96,34.76,32.45,59,3.3,Delivered
50275,20240608,1023,2049,3094,4,1473.24,63.64,0.0,65,3.7,Delivered
50276,20240109,1754,2084,3054,5,1132.3,39.48,200.66,45,3.3,Delivered
50277,20240820,1138,2061,3077,1,222.04,18.41,0.0,50,4.2,Delivered
50278,20240408,1784,2056,3098,2,1240.46,30.66,0.0,49,4.2,Delivered
50279,20251020,1695,2113,3061,2,1279.2,66.7,106.34,60,3.9,Delivered
50280,20240726,1598,2115,3118,4,1425.65,22.8,0.0,23,4.3,Delivered
50281,20240510,1612,2098,3002,5,1593.51,46.17,154.98,62,4.6,Delivered
50282,20250207,1480,2051,3123,2,875.94,34.39,249.99,26,3.1,Delivered
50283,20240531,1342,2062,3077,5,1443.34,51.14,0.0,52,4.1,Delivered
50284,20240223,1648,2071,3012,1,539.18,66.35,154.49,25,3.4,Delivered
50285,20240429,1260,2045,3095,1,285.5,51.06,0.0,38,3.3,Delivered
50286,20251103,1125,2068,3123,2,1278.96,63.95,0.0,23,,Cancelled
50287,20250919,1254,2117,3069,5,1869.67,78.51,0.0,60,3.6,Delivered
50288,20250809,1069,2012,3030,5,4142.32,24.09,87.48,49,4.0,Delivered
50289,20250916,1585,2097,3089,3,1813.89,58.07,137.44,20,3.4,Delivered
50290,20250223,1208,2045,3066,3,2376.19,50.88,0.0,55,3.3,Delivered
50291,20250225,1266,2090,3077,5,2332.56,57.23,0.0,28,3.2,Delivered
50292,20240413,1077,2090,3047,3,1972.18,28.24,0.0,58,5.0,Delivered
50293,20240910,1622,2077,3120,2,1371.67,48.24,149.64,28,3.3,Delivered
50294,20240814,1420,2066,3010,4,1736.83,32.56,0.0,52,4.1,Delivered
50295,20240421,1415,2002,3005,1,397.02,65.57,40.46,27,3.5,Delivered
50296,20250524,1077,2002,3131,1,223.46,76.87,0.0,25,4.5,Delivered
50297,20250417,1579,2031,3015,3,1774.86,37.68,0.0,54,4.1,Delivered
50298,20240408,1232,2085,3093,5,1121.5,63.87,0.0,29,4.5,Delivered
50299,20240601,1542,2064,3082,5,2818.77,53.5,0.0,34,4.0,Delivered
50300,20241203,1331,2085,3060,2,1286.34,32.38,52.81,64,3.7,Delivered
50301,20251206,1486,2002,3074,2,1317.32,43.53,116.2,40,4.0,Delivered
50302,20240611,1732,2055,3147,3,2593.39,75.05,139.74,32,4.7,Delivered
50303,20251220,1259,2089,3043,3,1364.66,20.17,0.0,64,3.2,Delivered
50304,20251111,1143,2006,3115,5,965.29,47.04,190.98,18,,Cancelled
50305,20240609,1365,2067,3084,4,2631.1,47.36,0.0,61,,Cancelled
50306,20250802,1077,2002,3005,5,3367.06,74.21,113.26,65,3.8,Delivered
50307,20250201,1485,2044,3014,5,3561.25,76.81,76.17,51,3.1,Delivered
50308,20241003,1104,2030,3083,4,3493.94,49.03,175.14,32,3.7,Delivered
50309,20250518,1687,2030,3095,2,1070.53,39.64,0.0,41,,Cancelled
50310,20250126,1223,2074,3053,3,2506.6,64.82,77.45,25,4.0,Delivered
50311,20240514,1077,2097,3060,3,929.4,29.14,189.75,37,4.9,Delivered
50312,20240713,1624,2119,3023,5,3846.48,55.15,28.15,49,3.0,Delivered
50313,20250204,1027,2097,3109,4,1585.66,72.86,0.0,29,3.0,Delivered
50314,20251001,1701,2102,3050,4,2076.14,24.99,39.49,25,3.0,Delivered
50315,20240202,1124,2009,3040,3,958.71,42.84,0.0,29,3.5,Delivered
50316,20251118,1022,2093,3040,4,2568.84,63.56,0.0,18,4.7,Delivered
50317,20250404,1550,2117,3075,2,466.0,42.37,0.0,39,3.3,Delivered
50318,20250414,1721,2110,3107,2,1722.56,22.72,240.73,49,4.6,Delivered
50319,20250109,1188,2069,3086,2,787.33,47.62,195.81,65,3.8,Delivered
50320,20240122,1456,2074,3090,1,868.26,37.37,0.0,18,3.5,Delivered
50321,20251031,1336,2119,3070,3,1416.75,46.21,0.0,36,4.5,Delivered
50322,20240207,1757,2029,3090,2,1226.42,33.27,0.0,25,5.0,Delivered
50323,20240817,1571,2035,3028,2,1299.5,65.88,118.71,24,4.0,Delivered
50324,20241230,1072,2087,3024,2,583.0,24.67,216.62,25,3.1,Delivered
50325,20250716,1624,2075,3056,2,1693.65,20.91,118.05,21,4.0,Delivered
50326,20250313,1223,2118,3025,2,632.66,42.76,0.0,21,3.5,Delivered
50327,20241009,1492,2084,3066,3,2571.75,73.18,0.0,29,3.1,Delivered
50328,20240127,1420,2055,3076,3,926.95,21.55,128.57,29,4.0,Delivered
50329,20240813,1649,2046,3038,3,1134.8,50.86,0.0,26,4.5,Delivered
50330,20241003,1417,2043,3089,3,2121.6,30.49,155.45,35,3.8,Delivered
50331,20250831,1445,2099,3070,1,247.86,53.13,0.0,59,3.4,Delivered
50332,20241010,1338,2114,3015,4,3376.5,37.29,37.22,64,4.5,Delivered
50333,20250425,1688,2053,3013,5,3452.89,50.78,0.0,34,4.5,Delivered
